group_name,group_description,id
"Labourers in Mining, Construction, Manufacturing and Transport",Manufacturing Labourers Not Elsewhere Classified,443
Science and Engineering Professionals,Mechanical Engineers,444
"Legal, Social and Cultural Professionals",Legal Professionals Not Elsewhere Classified,445
Building and Related Trades Workers (excluding Electricians),Carpenters and Joiners,446
Drivers and Mobile Plant Operators,Heavy Truck and Lorry Drivers,447
Assemblers,Assemblers Not Elsewhere Classified,448
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",449
"Metal, Machinery and Related Trades Workers",Motor Vehicle Mechanics and Repairers,450
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,451
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Shoemakers and Related Workers,452
Health Associate Professionals,Veterinary Technicians and Assistants,453
Science and Engineering Associate Professionals,Physical and Engineering Science Technicians Not Elsewhere Classified,454
Science and Engineering Associate Professionals,Draughtspersons,455
Stationary Plant and Machine Operators,Metal Processing Plant Operators,456
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),457
Science and Engineering Professionals,Cartographers and Surveyors,458
Science and Engineering Professionals,"Biologists, Botanists, Zoologists and Related Professionals",459
Information and Communications Technology Professionals,Systems Analysts,460
Personal Services Workers,Driving Instructors,461
Stationary Plant and Machine Operators,Plastic Products Machine Operators,462
Refuse Workers and Other Elementary Workers,Elementary Workers Not Elsewhere Classified,463
Numerical and Material Recording Clerks,Transport Clerks,464
Personal Services Workers,Travel Guides,465
"Legal, Social and Cultural Professionals",Actors,466
Production and Specialized Services Managers,Manufacturing Managers,467
"Chief Executives, Senior Officials and Legislators",Commissioned Armed Forces Officers,468
"Metal, Machinery and Related Trades Workers",Motor Vehicle Mechanics and Repairers,469
Customer Services Clerks,"Bookmakers, Croupiers and Related Gaming Workers",470
Personal Services Workers,Pet Groomers and Animal Care Workers,471
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Bakers, Pastry-cooks and Confectionery Makers",472
Sales Workers,Shop Sales Assistants,473
"Metal, Machinery and Related Trades Workers",Agricultural and Industrial Machinery Mechanics and Repairers,474
"Metal, Machinery and Related Trades Workers",Riggers and Cable Splicers,475
"Legal, Social and Cultural Professionals",Journalists,476
"Legal, Social and Cultural Professionals",Journalists,477
Science and Engineering Associate Professionals,Electronics Engineering Technicians,478
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Inland and Coastal Waters Fishery Workers,479
Business and Administration Professionals,Financial Analysts,480
Information and Communications Technology Professionals,Database and Network Professionals Not Elsewhere Classified,481
Science and Engineering Associate Professionals,Electronics Engineering Technicians,482
Numerical and Material Recording Clerks,Transport Clerks,483
Business and Administration Associate Professionals,Government Regulatory Associate Professionals Not Elsewhere Classified,484
Teaching Professionals,Secondary Education Teachers,485
Science and Engineering Professionals,"Mining Engineers, Metallurgists and Related Professionals",486
Stationary Plant and Machine Operators,Paper Products Machine Operators,487
"Legal, Social and Cultural Professionals",Creative and Performing Artists Not Elsewhere Classified,488
Business and Administration Professionals,Policy Administration Professionals,489
Science and Engineering Professionals,Environmental Protection Professionals,490
Health Associate Professionals,Veterinary Technicians and Assistants,491
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Sewing, Embroidery and Related Workers",492
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,493
Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified",494
Customer Services Clerks,Travel Consultants and Clerks,495
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),496
Science and Engineering Professionals,Meteorologists,497
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Garment and Related Patternmakers and Cutters,498
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,499
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",500
"Legal, Social, Cultural and Related Associate Professionals","Sports Coaches, Instructors and Officials",501
Business and Administration Associate Professionals,Buyers,502
Business and Administration Associate Professionals,Administrative and Executive Secretaries,503
Market-oriented Skilled Agricultural Workers,Livestock and Dairy Producers,504
Science and Engineering Associate Professionals,Construction Supervisors,505
Building and Related Trades Workers (excluding Electricians),Carpenters and Joiners,506
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,507
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,508
Stationary Plant and Machine Operators,Well Drillers and Borers and Related Workers,509
"Metal, Machinery and Related Trades Workers",Toolmakers and Related Workers,510
Science and Engineering Professionals,Civil Engineers,511
"Metal, Machinery and Related Trades Workers",Agricultural and Industrial Machinery Mechanics and Repairers,512
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Shotfirers and Blasters,513
Science and Engineering Associate Professionals,Draughtspersons,514
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",515
Handicraft and Printing Workers,Precision-instrument Makers and Repairers,516
"Chief Executives, Senior Officials and Legislators",Senior Government Officials,517
"Legal, Social, Cultural and Related Associate Professionals",Social Work Associate Professionals,518
Business and Administration Associate Professionals,Trade Brokers,519
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,520
Stationary Plant and Machine Operators,Weaving and Knitting Machine Operators,521
Personal Services Workers,Pet Groomers and Animal Care Workers,522
Science and Engineering Associate Professionals,Construction Supervisors,523
Business and Administration Associate Professionals,Government Regulatory Associate Professionals Not Elsewhere Classified,524
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),525
Teaching Professionals,Secondary Education Teachers,526
Production and Specialized Services Managers,Education Managers,527
Sales Workers,Cashiers and Ticket Clerks,528
Science and Engineering Associate Professionals,Electronics Engineering Technicians,529
Refuse Workers and Other Elementary Workers,Meter Readers and Vending-machine Collectors,530
Stationary Plant and Machine Operators,"Packing, Bottling and Labelling Machine Operators",531
Sales Workers,Sales Workers Not Elsewhere Classified,532
Information and Communications Technology Professionals,Systems Analysts,533
Science and Engineering Professionals,Industrial and Production Engineers,534
"Legal, Social, Cultural and Related Associate Professionals",Fitness and Recreation Instructors and Programme Leaders,535
Production and Specialized Services Managers,Education Managers,536
